RepRapFirmware height map file v2 generated at 2024-12-10 10:53, min error -0.010, max error 0.091, mean 0.047, deviation 0.022
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,15.00,105.00,30.00,100.00,-1.00,15.00,11.67,7,7
  0.053,  0.062,  0.067,  0.055,  0.050,  0.047,  0.044
  0.080,  0.062,  0.057,  0.046,  0.037,  0.053,  0.060
  0.059,  0.056,  0.051,  0.029,  0.009,  0.045,  0.050
  0.081,  0.053,  0.027, -0.010,  0.015,  0.049,  0.057
  0.072,  0.040,  0.021,  0.007,  0.017,  0.046,  0.080
  0.074,  0.022,  0.035,  0.034,  0.030,  0.074,  0.091
  0.062,  0.044,  0.020,  0.022,  0.025,  0.066,  0.062
